Batch,Provinsi,Kab/kota,Kategori,Prov,Divaksin 2
SDM KESEHATAN,Lampung,Kab. Lampung Timur,Menunggu Konfirmasi,Lampung,0
SDM KESEHATAN,Lampung,Kab. Mesuji,Menunggu Konfirmasi,Lampung,3
SDM KESEHATAN,Lampung,Kota Bandar Lampung,Menunggu Konfirmasi,Lampung,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Mesuji,Menunggu Konfirmasi,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,Menunggu Konfirmasi,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Timur,Menunggu Konfirmasi,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,Lampung,28
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,Lampung,12
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,Lampung,2
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,Lampung,3
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,Lampung,15
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,Lampung,28
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,Lampung,15
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,Lampung,3
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,Lampung,3
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,Lampung,28
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,Menunggu Konfirmasi,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,Menunggu Konfirmasi,Lampung,0
SDM KESEHATAN,Lampung,Kab. Mesuji,Menunggu Konfirmasi,Lampung,1
SDM KESEHATAN,Lampung,Kota Metro,Menunggu Konfirmasi,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,BUMN,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Timur,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Timur,Menunggu Konfirmasi,Lampung,1
SDM KESEHATAN,Lampung,Kab. Lampung Timur,Menunggu Konfirmasi,Lampung,2
SDM KESEHATAN,Lampung,Kab. Pesawaran,Menunggu Konfirmasi,Lampung,1
SDM KESEHATAN,Lampung,Kab. Mesuji,Menunggu Konfirmasi,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,Menunggu Konfirmasi,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,BUMN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,Lampung,3
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,Lampung,3
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,Lampung,3
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,Lampung,380
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,Lampung,622
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,Lampung,80
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,Lampung,65
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,Lampung,230
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,Lampung,287
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,Lampung,202
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,Lampung,60
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,Lampung,50
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,Lampung,195
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,Lampung,813
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,Lampung,85
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,Lampung,98
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,Lampung,6
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,Lampung,2
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,Lampung,58
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,Lampung,925
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,Lampung,15
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,Lampung,173
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,Lampung,316
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,Lampung,153
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,Lampung,146
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,Lampung,24
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,Lampung,87
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,Lampung,82
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,Lampung,288
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,Lampung,122
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,Lampung,498
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,Lampung,149
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,Lampung,24
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,Lampung,119
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,Lampung,105
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,Lampung,172
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,Lampung,199
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,Lampung,72
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,Lampung,470
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,Lampung,187
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,Lampung,404
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,Lampung,325
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,Lampung,250
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,Lampung,325
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kota Metro,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,MASYARAKAT RENTAN,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,MASYARAKAT UMUM,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,Lampung,7
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,Lampung,8
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,Lampung,12
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,Lampung,2
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,Lampung,3
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,Lampung,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,Lampung,11
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,Lampung,4
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,Lampung,23
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,Lampung,6
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,Lampung,14
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,Lampung,23
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,Lampung,22
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,Lampung,11
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,Lampung,17
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,Lampung,3
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,Lampung,9
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,Lampung,21
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,Lampung,7
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,Lampung,22
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,Lampung,9
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,Lampung,19
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,Lampung,11
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,Lampung,10
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,Lampung,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Pringsewu,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Metro,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Pringsewu,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Pringsewu,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Pesawaran,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Timur,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Tanggamus,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Tanggamus,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Metro,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Barat,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Timur,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,6
SDM KESEHATAN,Lampung,Kab. Tanggamus,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Pringsewu,LANSIA,Lampung,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,4
SDM KESEHATAN,Lampung,Kab. Pesawaran,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Pringsewu,LANSIA,Lampung,4
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,Lampung,18
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,Lampung,8
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,Lampung,4
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,Lampung,50
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,Lampung,11
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,Lampung,4
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,Lampung,3
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,Lampung,8
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,Lampung,3
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,Lampung,8
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,Lampung,4
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,Lampung,3
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,Lampung,12
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,Lampung,70
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,Lampung,14
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,Lampung,12
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,Lampung,8
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Pringsewu,SDM KESEHATAN,Lampung,2
SDM KESEHATAN,Lampung,Kab. Tanggamus,SDM KESEHATAN,Lampung,7
SDM KESEHATAN,Lampung,Kab. Tulang Bawang,SDM KESEHATAN,Lampung,10
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kab. Tanggamus,LANSIA,Lampung,2
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,5
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kota Metro,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kab. Tanggamus,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kota Metro,LANSIA,Lampung,3
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,Lampung,2
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kota Metro,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,Lampung,2
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,Lampung,4
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kab. Way Kanan,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kab. Lampung Barat,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kab. Lampung Timur,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kab. Lampung Utara,SDM KESEHATAN,Lampung,4
SDM KESEHATAN,Lampung,Kab. Mesuji,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Pesawaran,SDM KESEHATAN,Lampung,1
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,SDM KESEHATAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Utara,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kab. Pesawaran,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kab. Way Kanan,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Selatan,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Utara,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kab. Pesawaran,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kab. Way Kanan,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kota Metro,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kab. Tanggamus,MASYARAKAT UMUM,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,8
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kab. Pringsewu,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,7
SDM KESEHATAN,Lampung,Kota Metro,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,2
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,Lampung,3
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,6
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,3
SDM KESEHATAN,Lampung,Kab. Lampung Timur,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Utara,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kab. Pringsewu,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Metro,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kab. Pesisir Barat,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Metro,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kota Metro,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,LANSIA,Lampung,1
SDM KESEHATAN,Lampung,Kab. Lampung Timur,LANSIA,Lampung,0
SDM KESEHATAN,Lampung,Kota Bandar Lampung,MASYARAKAT RENTAN,Lampung,0
SDM KESEHATAN,Lampung,Kab. Lampung Tengah,MASYARAKAT UMUM,Lampung,1
SDM KESEHATAN,Lampung,Kota Bandar Lampung,MASYARAKAT UMUM,Lampung,1
SDM KESEHATAN,Lampung,Kab. Tulang Bawang Barat,SDM KESEHATAN,Lampung,3
